StrongsNumber,GreekWord,Definition
G1983,episkopeo/ep-ee-skop-eh'-o,"from 1909 and 4648; to oversee; by implication, to beware:-- look diligently, take the oversight. see G1909 see G4648"
G1984,episkope/ep-is-kop-ay',"from 1980; inspection (for relief); by implication, superintendence; specially, the Christian ""episcopate"":--the office of a ""bishop"", bishoprick, visitation. see G1980"
G1985,episkopos/ep-is'-kop-os,"from 1909 and 4649 (in the sense of 1983); a superintendent, i.e. Christian officer in genitive case charge of a (or the) church (literally or figuratively):--bishop, overseer. see G1909 see G4649 see G1983"
G1986,epispaomai/ep-ee-spah'-om-ahee,"from 1909 and 4685; to draw over, i.e. (with 203 implied) efface the mark of circumcision (by recovering with the foreskin):--become uncircumcised. see G1909 see G4685 see G203"
G1987,epistamai/ep-is'-tam-ahee,"apparently a middle voice of 2186 (with 3563 implied); to put the mind upon, i.e. comprehend, or be acquainted with:--know, understand. see G2186 see G3563"
G1988,epistates/ep-is-tat'-ace,"from 1909 and a presumed derivative of 2476; an appointee over,"
G2000,episphales/ep-ee-sfal-ace',"from a compound of 1909 and sphallo (to trip); figuratively, insecure:--dangerous. see G1909"
G2001,episucho/ep-is-khoo'-o,"from 1909 and 2480; to avail further, i.e. (figuratively) insist stoutly:--be the more fierce. see G1909 see G2480"
G2002,episoreuo/ep-ee-so-ryoo'-o,"from 1909 and 4987; to accumulate further, i.e. (figuratively) seek additionally:--heap. see G1909 see G4987"
G2003,epitage/ep-ee-tag-ay',"from 2004; an injunction or decree; by implication, authoritativeness:--authority, commandment. see G2004"
G2004,epitasso/ep-ee-tas'-so,"from 1909 and 5021; to arrange upon, i.e. order:--charge, command, injoin. see G1909 see G5021"
G2005,epiteleo/ep-ee-tel-eh'-o,"from 1909 and 5055; to fulfill further (or completely), i.e. execute; by implication, to terminate, undergo:--accomplish, do, finish, (make) (perfect), perform(X -ance). see G1909 see G5055"
G2006,epitedeios/ep-ee-tay'-di-os,"from epitedes (enough); serviceable, i.e. (by implication) requisite:--things which are needful."
G2007,epitithemi/ep-ee-tith'-ay-mee,"from 1909 and 5087; to impose (in a friendly or hostile sense):--add unto, lade, lay upon, put (up) on, set on (up), + surname, X wound. see G1909 see G5087"
G2008,epitimao/ep-ee-tee-mah'-o,"from 1909 and 5091; to tax upon, i.e. censure or admonish; by implication, forbid:--(straitly) charge, rebuke. see G1909 see G5091"
G2009,epitimia/ep-ee-tee-mee'-ah,"from a compound of 1909 and 5092; properly, esteem, i.e. citizenship; used (in the sense of 2008) of a penalty:--punishment. see G1909 see G5092 see G2008"
G2010,epitrepo/ep-ee-trep'-o,"from 1909 and the base of 5157; to turn over (transfer), i.e. allow:-- give leave (liberty, license), let, permit, suffer. see G1909 see G5157"
G2024,epichoregia/ep-ee-khor-ayg-ee'-ah,from 2023; contribution:--supply. see G2023
G2025,epichrio/ep-ee-khree'-o,from 1909 and 5548; to smear over:--anoint. see G1909 see G5548
G2026,epoikodomeo/ep-oy-kod-om-eh'-o,"from 1909 and 3618; to build upon, i.e. (figuratively) to rear up:--build thereon (thereupon, on, upon). see G1909 see G3618"
G2027,epokello/ep-ok-el'-lo,"from 1909 and okello (to urge); to drive upon the shore, i.e. to beach a vessel:--run aground. see G1909"
G2028,eponomazo/ep-on-om-ad'-zo,"from 1909 and 3687; to name further, i.e. denominate:-- call. see G1909 see G3687"
G2029,epopteuo/ep-opt-yoo'-o,"from 1909 and a derivative of 3700; to inspect, i.e. watch:--behold. see G1909 see G3700"
G2030,epoptes/ep-op'-tace,from 1909 and a presumed derivative of 3700; a looker-on:--eye- witness. see G1909 see G3700
G2031,epos/ep'-os,from 2036; a word:--X say. see G2036
G2032,epouranios/ep-oo-ran'-ee-os,"from 1909 and 3772; above the sky:--celestial, (in) heaven(-ly), high. see G1909 see G3772"
G2033,hepta/hep-tah',a primary number; seven:--seven.
G2034,heptakis/hep-tak-is',adverb from 2033; seven times:--seven times. see G2033
G2035,heptakischilioi/hep-tak-is-khil'-ee-oy,from 2034 and 5507; seven times a thousand:-- seven thousand. see G2034 see G5507
G2036,epo/ep'-o,"a primary verb (used only in the definite past tense, the others being borrowed from 2046, 4483, and 5346); to speak or say (by word or writing):--answer, bid, bring word, call, command, grant, say (on), speak, tell. Compare 3004. see G2046 see G4483 see G5346 see G3004"
G2037,Erastos/er'-as-tos,"from erao (to love); beloved; Erastus, a Christian:--Erastus."
G2038,ergazomai/er-gad'-zom-ahee,"middle voice from 2041; to toil (as a task, occupation, etc.), (by implication) effect, be engaged in or with, etc.:- implication) faction:--contention(-ious), strife. see G2042"
G2053,erion/er'-ee-on,of obscure affinity; wool:--wool.
G2054,eris/er'-is,"of uncertain affinity; a quarrel, i.e. (by implication) wrangling:--contention, debate, strife, variance."
G2055,eriphion/er-if'-ee-on,"from 2056; a kidling, i.e. (genitive case) goat (symbolically, wicked person):--goat. see G2056"
G2056,eriphos/er'-if-os,"perhaps from the same as 2053 (through the idea of hairiness); a kid or (genitive case) goat:--goat, kid. see G2053"
G2057,Hermas/her-mas',"probably from 2060; Hermas, a Christian:--Hermas. see G2060"
G2058,hermeneia/her-may-ni'-ah,from the same as 2059; translation:--interpretation. see G2059
G2059,hermeneuo/her-mayn-yoo'-o,from a presumed derivative of 2060 (as the god of language); to translate:--interpret. see G2060
G2060,Hermes/her-mace',"perhaps from 2046; Hermes, the name of the messenger of the Greek deities; also of a Christian:--Hermes, Mercury. see G2046"
G2061,Hermogenes/her-mog-en'-ace,"from 2060 and 1096; born of Hermes; Hermogenes, an apostate Christian:--Hermogenes. see G2060 see G1096"
G2062,herpeton/her-pet-on',"neuter of a derivative of herpo (to creep); a reptile, i.e. (by Hebraism (compare 7431)) a small animal:-- creeping thing, serpent. see H7431"
G2063,eruthros/er-oo-thros',"of uncertain affinity; red, i.e. (with 2281) the Red Sea:--red. see G2281"
G2064,erchomai/er'-khom-ahee,"middle voice of a primary verb (used only in the present and imperfect tenses, the others being supplied by a kindred (middle voice) eleuthomai el-yoo'-thom- ahee, or (active) eltho el'-tho, which do not otherwise occur) to come or go (in a great variety of applications, literally and figuratively):-- X have, (that) is (to say), make, meaneth, X must needs, + profit, + remaineth, + wrestle. see G1510"
G2077,esto/es'-to,"second person singular present imperative of 1510; be thou; also estosan es'-to-san, third person of the same let them be:--be. see G1510"
G2078,eschatos/es'-khat-os,"a superlative probably from 2192 (in the sense of contiguity); farthest, final (of place or time):--ends of, last, latter end, lowest, uttermost. see G2192"
G2079,eschatos/es-khat'-oce,"adverb from 2078; finally, i.e. (with 2192) at the extremity of life:--point of death. see G2078 see G2192"
G2080,eso/es'-o,"from 1519; inside (as preposition or adjective):-- (with-)in(-ner, -to, - ward). see G1519"
G2081,esothen/es'-o-then,"from 2080; from inside; also used as equivalent to 2080 (inside):-- inward(-ly), (from) within, without. see G2080 see G2080"
G2082,esoteros/es-o'-ter-os,"comparative of 2080; interior:--inner, within. see G2080"
G2083,hetairos/het-ah'-ee-ros,"from etes (a clansman); a comrade:--fellow, friend."
G2084,heteroglossos/het-er-og'-loce-sos,"from 2087 and 1100; other- tongued, i.e. a foreigner:-- man of other tongue. see G2087 see G1100"
G2085,heterodidaskaleo/het-er-od-id-as-kal- eh'-o,from 2087 and 1320; to instruct differently:-- teach other doctrine(-wise). see G2087 see G1320
G2086,heterozugeo/het-er-od-zoog-eh'-o,"from a compound of 2087 and 2218; to yoke up differently, i.e. (figuratively) to associate discordantly:--unequally yoke together with. see G2087 see G2218"
G2087,heteros/het'-er-os,"of uncertain affinity; (an-, the) other or different:--altered, else, next (day), one, (an-)other, some, strange."
G2088,heteros/het-er'-oce,adverb from 2087; differently:--otherwise. see G2087
G2089,eti/et'-ee,"perhaps akin to 2094; ""yet,"" still (of time or degree):--after that, also, ever, (any) (figuratively) generous:--more noble, nobleman. see G2095 see G1096"
G2105,eudia/yoo-dee'-ah,"feminine from 2095 and the alternate of 2203 (as the god of the weather); a clear sky, i.e. fine weather:--fair weather. see G2095 see G2203"
G2106,eudokeo/yoo-dok-eh'-o,"from 2095 and 1380; to think well of, i.e. approve (an act); specially, to approbate (a person or thing):--think good, (be well) please(-d), be the good (have, take) pleasure, be willing. see G2095 see G1380"
G2107,eudokia/yoo-dok-ee'-ah,"from a presumed compound of 2095 and the base of 1380; satisfaction, i.e. (subjectively) delight, or (objectively) kindness, wish, purpose:--desire, good pleasure (will), X seem good. see G2095 see G1380"
G2108,euergesia/yoo-erg-es-ee'-ah,"from 2110; beneficence (genitive case or specially):-- benefit, good deed done. see G2110"
G2109,euergeteo/yoo-erg-et-eh'-o,from 2110; to be philanthropic:--do good. see G2110
G2110,euergetes/yoo-erg-et'-ace,"from 2095 and the base of 2041; a worker of good, i.e. (specially) a philanthropist:--benefactor. see G2095 see G2041"
G2111,euthetos/yoo'-thet-os,"from 2095 and a derivative of 5087; well placed, i.e. (figuratively) appropriate:--fit, meet. see G2095 see G5087"
G2112,eutheos/yoo-theh'-oce,"adverb from 2117; directly, i.e. at once or soon:--anon, as soon as, forthwith, immediately, shortly, straightway. see G2117"
G2113,euthudromeo/yoo-thoo-drom-eh'-o,"from 2117 and 1408; to lay a straight course, i.e. sail direct:--(come) with a straight course. see G2117 see G1408"
G2114,euthumeo/yoo-thoo-meh'-o,"from 2115; to cheer up, i.e. (intransitively) be cheerful; neuter comparative (adverbially) more cheerfully:--be of good cheer (merry). see G2115"
G2115,euthumos/yoo'-thoo-mos,"from 2095 and 2372; in fine spirits, i.e. cheerful:--of good cheer, the more cheerfully. see G2095 see G2372"
G2129,eulogia/yoo-log-ee'-ah,"from the same as 2127; fine speaking, i.e. elegance of language; commendation (""eulogy""), i.e. (reverentially) adoration; religiously, benediction; by implication, consecration; by extension, benefit or largess:-- blessing (a matter of) bounty (X -tifully), fair speech. see G2127"
G2130,eumetadotos/yoo-met-ad'-ot-os,"from 2095 and a presumed derivative of 3330; good at imparting, i.e. liberal:--ready to distribute. see G2095 see G3330"
G2131,Eunike/yoo-nee'-kay,"from 2095 and 3529; victorious; Eunice, a Jewess:--Eunice. see G2095 see G3529"
G2132,eunoeo/yoo-no-eh'-o,"from a compound of 2095 and 3563; to be well- minded, i.e. reconcile:--agree. see G2095 see G3563"
G2133,eunoia/yoo'-noy-ah,"from the same as 2132; kindness; euphemistically, conjugal duty:-- benevolence, good will. see G2132"
G2134,eunouchizo/yoo-noo-khid'-zo,"from 2135; to castrate (figuratively, live unmarried):-- make...eunuch. see G2135"
G2135,eunouchos/yoo-noo'-khos,"from eune (a bed) and 2192; a castrated person (such being employed in Oriental bed-chambers); by extension an impotent or unmarried man; by implication, a chamberlain (state-officer):--eunuch. see G2192"
G2136,Euodia/yoo-od-ee'-ah,"from the same as 2137; fine travelling; Euodia, a Christian woman:-- Euodias. see G2137"
G2137,euodoo/yoo-od-o'-o,"from a compound of 2095 and 3598; to help on the road, i.e. (passively) succeed in reaching; figuratively, to succeed in business affairs:--(have a) prosper(-ous journey). see G2095 see G3598"
G2138,eupeithes/yoo-pi-thace',"from 2095 and 3982; good for persuasion, i.e. (intransitively) complaint:--easy to be intreated. see G2095 see G3982"
G2139,euperistatos/yoo-per-is'-tat-os,"from 2095 and a derivative of a presumed compound of 4012 and 2476; well standing around, i.e. (a"
G2151,eusebeo/yoo-seb-eh'-o,"from 2152; to be pious, i.e. (towards God) to worship, or (towards parents) to respect (support):--show piety, worship. see G2152"
G2152,eusebes/yoo-seb-ace',"from 2095 and 4576; well-reverent, i.e. pious:--devout, godly. see G2095 see G4576"
G2153,eusebos/yoo-seb-oce',adverb from 2152; piously:--godly. see G2152
G2154,eusemos/yoo'-say-mos,"from 2095 and the base of 4591; well indicated, i.e. (figuratively) significant:--easy to be understood. see G2095 see G4591"
G2155,eusplagchnos/yoo'-splangkh-nos,"from 2095 and 4698; well compassioned, i.e. sympathetic:--pitiful, tender-hearted. see G2095 see G4698"
G2156,euschemonos/yoo-skhay-mon'-ose,"adverb from 2158; decorously:--decently, honestly. see G2158"
G2157,eushemosune/yoo-skhay-mos-oo'-nay,from 2158; decorousness:--comeliness. see G2158
G2158,euschemon/yoo-skhay'-mone,"from 2095 and 4976; well-formed, i.e. (figuratively) decorous, noble (in rank):--comely, honourable. see G2095 see G4976"
G2159,eutonos/yoo-ton'-oce,"adverb from a compound of 2095 and a derivative of teino (to stretch); in a well-strung manner, i.e. (figuratively) intensely (in a good sense, cogently; in a bad one, fiercely):--mightily, vehemently. see G2095"
G2160,eutrapelia/yoo-trap-el-ee'-ah,"from a compound of 2095 and a derivative of the base of 5157 (meaning well-turned, i.e. ready at repartee, jocose); witticism, i.e. (in a vulgar sense) ribaldry:-- jesting. see G2095 see G5157"
G2161,Eutuchos/yoo'-too-khos,"from 2095 and a derivative of 5177; well- fated, i.e. fortunate; Eutychus, a young man:--Eutychus. see G2095 see G5177"
G2162,euphemia/yoo-fay-mee'-ah,"from 2163; good language (""euphemy""), i.e. praise (repute):-- good report. see G2163 scentedness, i.e. fragrance:--sweet savour (smell, - smelling). see G2095 see G3605"
G2176,euonumos/yoo-o'-noo-mos,"from 2095 and 3686; properly, well-named (good-omened), i.e. the left (which was the lucky side among the pagan Greeks); neuter as adverbial, at the left hand:--(on the) left. see G2095 see G3686"
G2177,ephallomai/ef-al'-lom-ahee,from 1909 and 242; to spring upon:--leap on. see G1909 see G242
G2178,ephapax/ef-ap'-ax,from 1909 and 530; upon one occasion (only):--(at) once (for all). see G1909 see G530
G2179,Ephesinos/ef-es-ee'-nos,"from 2181; Ephesine, or situated at Ephesus:--of Ephesus. see G2181"
G2180,Ephesios/ef-es'-ee-os,"from 2181; an Ephesian or inhabitant of Ephesus:--Ephesian, of Ephesus. see G2181"
G2181,Ephesos/ef'-es-os,"probably of foreign origin; Ephesus, a city of Asia Minor:--Ephesus."
G2182,epheuretes/ef-yoo-ret'-ace,"from a compound of 1909 and 2147; a discoverer, i.e. contriver:--inventor. see G1909 see G2147"
G2183,ephemeria/ef-ay-mer-ee'-ah,"from 2184; diurnality, i.e. (specially) the quotidian rotation or class of the Jewish priests' service at the Temple, as distributed by families:--course. see G2184"
G2184,ephemeros/ef-ay'-mer-os,"from 1909 and 2250; for a day (""ephemeral""), i.e. diurnal:-- daily. see G1909 see G2250"
G2185,ephikneomai/ef-ik-neh'-om-ahee,"from 1909 and a cognate of 2240; to arrive upon, i.e. extend to:--reach. see G1909 see G2240"
G2186,ephistemi/ef-is'-tay-mee,"from 1909 and 2476; to stand upon, i.e. be present (in various applications, friendly or otherwise, usually literal); - -assault, come (in, to, unto, upon), be at hand (instant), present, stand (before, by, over). see G1909 see G2476"
G2198,zao/dzah'-o,"a primary verb; to live (literally or figuratively):--life(-time), (a-)live(-ly), quick."
G2199,Zebedaios/dzeb-ed-ah'-yos,"of Hebrew origin (compare 2067); Zebedaeus, an Israelite:-- Zebedee. see H2067"
G2200,zestos/dzes-tos',"from 2204; boiled, i.e. (by implication) calid (figuratively, fervent):--hot. see G2204"
G2201,zeugos/dzyoo'-gos,"from the same as 2218; a couple, i.e. a team (of oxen yoked together) or brace (of birds tied together):--yoke, pair. see G2218"
G2202,zeukteria/dzook-tay-ree'-ah,feminine of a derivative (at the second stage) from the same as 2218; a fastening (tiller-rope):--band. see G2218
G2203,Zeus/dzyooce,"of uncertain affinity; in the oblique cases there is used instead of it a (probably cognate) name Dis deece, which is otherwise obsolete Zeus or Dis (among the Latins, Jupiter or Jove), the supreme deity of the Greeks:-- Jupiter."
G2204,zeo/dzeh'-o,"a primary verb; to be hot (boil, of liquids; or glow, of solids), i.e. (figuratively) be fervid (earnest):--be fervent."
G2205,zelos/dzay'-los,"from 2204; properly, heat, i.e. (figuratively) ""zeal"" (in a favorable sense, ardor; in an unfavorable one, jealousy, as of a husband (figuratively, of God), or an enemy, malice):--emulation, envy(-ing), fervent mind, indignation, jealousy, zeal. see G2204"
